index,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
12526.0,2011-09-05,chatain,48.0,8.0,30997.0,M,master,geologie,56.73,non,1
12527.0,2012-07-31,chatain,39.0,10.0,30797.0,F,doctorat,forage,81.62,oui,0
12528.0,2010-11-06,brun,42.0,6.0,39057.0,M,licence,geologie,59.87,non,0
12529.0,2010-12-16,blond,46.0,14.0,39960.0,M,licence,forage,76.21,oui,0
12530.0,2010-01-13,blond,38.0,14.0,29482.0,M,doctorat,geologie,87.49,oui,0
12531.0,2010-10-31,blond,34.0,7.0,32331.0,M,licence,forage,86.83,oui,0
12532.0,2012-08-01,chatain,48.0,11.0,41271.0,F,master,geologie,53.76,non,1
12533.0,2012-02-02,chatain,34.0,14.0,36404.0,F,master,detective,98.62,oui,0
12534.0,2012-07-25,chatain,28.0,9.0,33893.0,F,master,forage,70.57,non,0
12535.0,2013-09-22,chatain,39.0,11.0,33559.0,F,master,geologie,98.44,oui,0
12536.0,2013-01-29,chatain,50.0,12.0,29313.0,M,doctorat,geologie,57.47,non,1
12537.0,2010-07-14,chatain,25.0,15.0,29209.0,M,doctorat,detective,85.842,oui,0
12538.0,2012-03-10,brun,38.0,9.0,41412.0,F,bac,geologie,46.89,non,0
12539.0,2010-06-06,roux,26.0,8.0,36515.0,M,bac,geologie,72.88,non,0
12540.0,2013-04-11,blond,35.0,14.0,32491.0,M,licence,geologie,77.81,non,0
12541.0,2012-12-12,roux,51.0,11.4,28891.0,M,licence,geologie,63.77,non,0
12542.0,2010-11-26,chatain,46.0,10.0,40889.0,F,master,forage,72.88,non,0
12543.0,2012-01-23,brun,40.0,15.0,32672.0,F,master,forage,91.53,oui,0
12544.0,2014-02-09,chatain,26.0,17.0,41226.0,F,master,forage,91.96,non,0
12545.0,2014-02-28,chatain,42.0,10.0,37177.0,F,master,detective,69.88,oui,0
12546.0,2012-03-11,chatain,29.0,8.0,34163.0,F,master,geologie,81.25,non,0
12547.0,2014-09-09,brun,38.0,8.0,28505.0,F,licence,geologie,96.41,non,0
12548.0,2014-09-08,brun,33.0,11.0,28403.0,M,doctorat,geologie,96.72,oui,0
12549.0,2010-10-13,blond,35.0,8.0,42728.0,F,bac,forage,57.78,non,0
12550.0,2013-10-09,chatain,32.0,12.0,44310.0,M,master,detective,68.68,oui,1
12551.0,2014-01-09,blond,33.0,14.0,38096.0,M,licence,geologie,75.43,oui,0
12552.0,2014-03-31,blond,50.0,7.0,28939.0,M,master,geologie,82.56,non,0
12553.0,2011-09-16,chatain,25.0,16.0,38222.0,M,master,geologie,59.13,non,0
12554.0,2010-11-25,brun,20.0,11.0,36960.0,F,licence,detective,75.55,non,0
12555.0,2010-09-18,blond,35.0,11.0,26884.0,F,master,detective,94.34,non,0
12556.0,2011-04-25,brun,35.0,8.0,36477.0,M,master,geologie,54.35,non,0
12557.0,2013-09-01,blond,20.0,14.0,29987.0,M,master,geologie,63.23,non,0
12558.0,2012-10-03,brun,28.0,9.0,34928.0,M,master,geologie,74.74,non,1
12559.0,2014-02-12,chatain,31.0,12.0,32347.0,M,master,forage,63.73,non,1
12560.0,2012-11-11,chatain,17.0,8.0,38085.0,M,licence,geologie,71.88,non,0
12561.0,2010-12-02,chatain,32.0,10.0,27517.0,F,master,detective,68.85,non,0
12562.0,2012-05-29,brun,24.0,4.0,39577.0,M,bac,archeologie,82.7,non,1
12563.0,2014-07-20,brun,36.0,17.0,28663.0,F,master,forage,62.63,oui,0
12564.0,2012-03-12,blond,33.0,9.0,22067.0,M,master,geologie,87.76,non,0
12565.0,2013-02-08,blond,20.0,6.0,38899.0,M,bac,geologie,64.11,non,0
12566.0,2010-06-20,chatain,32.0,8.0,37075.0,F,bac,archeologie,65.31,non,1
12567.0,2010-08-07,roux,33.0,12.0,24547.0,M,licence,geologie,94.49,non,0
12568.0,2014-06-18,chatain,12.0,8.0,25348.0,M,doctorat,geologie,87.06,oui,0
12569.0,2012-07-05,chatain,13.0,17.0,30108.0,M,doctorat,geologie,95.39,oui,0
12570.0,2010-06-06,blond,30.0,12.0,32219.0,F,bac,geologie,57.2,non,0
12571.0,2012-05-22,chatain,38.0,9.0,30718.0,F,doctorat,detective,81.842,oui,0
12572.0,2014-04-12,brun,36.0,7.0,30685.0,F,licence,geologie,88.62,non,0
12573.0,2011-02-15,blond,46.0,8.0,39911.0,M,bac,geologie,52.66,non,0
12574.0,2014-04-02,blond,23.0,5.0,43892.0,M,licence,geologie,60.49,oui,0
12575.0,2011-01-06,brun,41.0,11.0,37070.0,M,licence,forage,55.45,non,0
12576.0,2013-06-23,chatain,34.0,15.0,31990.0,F,bac,archeologie,59.5,non,1
12577.0,2013-04-27,chatain,50.0,9.0,34070.0,F,master,geologie,75.39,non,0
12578.0,2013-05-12,chatain,37.0,9.0,28221.0,M,master,geologie,51.24,non,0
12579.0,2011-05-26,blond,36.0,8.0,36102.0,M,master,geologie,78.3,oui,1
12580.0,2010-02-16,blond,46.0,5.0,41027.0,M,bac,forage,37.6,non,0
12581.0,2010-10-24,chatain,24.0,8.0,33862.0,F,master,geologie,93.01,oui,0
12582.0,2010-11-17,roux,27.0,10.0,43364.0,M,bac,geologie,64.16,non,0
12583.0,2012-07-25,brun,36.0,11.0,28239.0,M,master,geologie,79.89,non,1
12584.0,2012-10-12,chatain,51.0,10.0,31024.0,M,master,geologie,73.71,non,0
12585.0,2013-11-22,chatain,39.0,10.0,28834.0,F,doctorat,forage,70.05,non,0
12586.0,2010-03-18,blond,29.0,6.0,35875.0,M,bac,forage,59.53,non,0
12587.0,2010-04-28,brun,46.0,12.0,30427.0,F,licence,geologie,90.36,non,0
12588.0,2014-12-13,chatain,42.0,10.0,36623.0,F,master,forage,73.08,oui,0
12589.0,2012-07-04,blond,15.0,5.0,37414.0,M,licence,detective,87.98,oui,0
12590.0,2011-10-01,brun,32.0,9.0,35690.0,M,master,geologie,80.97,oui,1
12591.0,2013-06-15,brun,48.0,12.0,31096.0,F,licence,geologie,57.62,non,0
12592.0,2014-10-05,blond,35.0,18.0,40450.0,M,licence,forage,73.4,oui,0
12593.0,2014-08-09,blond,25.0,8.0,37729.0,M,licence,geologie,59.12,non,0
12594.0,2012-06-01,brun,40.0,11.0,24519.0,F,master,geologie,92.65,non,0
12595.0,2012-03-08,blond,47.0,7.0,34279.0,M,licence,geologie,68.18,non,0
12596.0,2010-11-28,blond,24.0,10.0,34758.0,M,master,detective,93.13,oui,0
12597.0,2012-08-04,chatain,47.0,8.0,31621.0,M,doctorat,geologie,85.54,oui,0
12598.0,2010-04-17,chatain,33.0,7.0,23484.0,F,doctorat,geologie,88.07,non,0
12599.0,2010-09-15,chatain,58.0,12.0,42757.0,M,licence,geologie,51.69,non,0
12600.0,2012-07-18,brun,28.0,11.0,31234.0,F,master,archeologie,69.64,oui,0
12601.0,2013-12-12,chatain,34.0,8.0,30558.0,F,master,geologie,68.56,non,0
12602.0,2014-10-01,brun,51.0,14.0,33404.0,M,master,geologie,92.3,non,0
12603.0,2010-08-13,brun,26.0,11.0,30804.0,M,doctorat,geologie,73.99,oui,1
12604.0,2010-02-22,brun,47.0,10.0,37776.0,M,master,forage,79.84,oui,0
12605.0,2012-01-12,roux,35.0,3.0,30006.0,M,licence,geologie,69.11,non,0
12606.0,2014-07-24,roux,44.0,12.0,29527.0,M,licence,geologie,72.16,non,0
12607.0,,blond,31.0,11.0,27286.0,M,master,detective,93.44,oui,0
12608.0,2011-09-30,blond,37.0,11.0,34480.0,F,licence,archeologie,82.9,oui,0
12609.0,2013-05-05,roux,25.0,8.0,37002.0,M,bac,geologie,76.52,non,0
12610.0,2010-02-14,chatain,50.0,6.0,34912.0,F,master,detective,76.54,non,0
12611.0,2011-04-11,chatain,43.0,11.0,30348.0,F,master,forage,49.7,oui,0
12612.0,2013-02-28,blond,25.0,13.0,40133.0,M,bac,geologie,55.66,non,0
12613.0,2010-12-11,blond,33.0,16.0,29045.0,F,licence,geologie,73.03,non,0
12614.0,2010-05-01,roux,31.0,13.0,26630.0,F,licence,geologie,82.06,non,0
12615.0,2012-04-20,chatain,38.0,15.0,40271.0,M,master,geologie,80.33,oui,0
12616.0,2010-06-23,roux,29.0,6.0,33487.0,M,bac,forage,62.83,non,0
12617.0,2011-11-24,chatain,21.0,8.0,32630.0,F,master,detective,89.27,non,0
12618.0,2012-11-22,roux,38.0,6.0,25338.0,M,licence,forage,77.03,non,0
12619.0,2011-02-27,blond,35.0,9.0,39710.0,M,bac,geologie,52.08,non,0
12620.0,2011-01-25,chatain,29.0,12.0,32223.0,F,licence,detective,72.46,non,0
12621.0,2013-11-12,roux,42.0,15.0,29179.0,M,master,geologie,84.52,oui,0
12622.0,2010-01-13,roux,38.0,6.0,31726.0,M,licence,geologie,90.49,non,0
12623.0,2013-12-17,brun,23.0,9.0,38410.0,F,bac,geologie,51.55,non,0
12624.0,2012-03-28,chatain,38.0,8.0,36889.0,F,master,forage,71.07,non,0
12625.0,2011-03-19,blond,23.0,10.0,33965.0,M,licence,forage,67.72,non,0
12626.0,2013-04-14,brun,32.0,7.0,31734.0,F,master,forage,95.19,oui,0
12627.0,2014-05-13,brun,41.0,6.0,26197.0,F,licence,detective,87.8,non,0
12628.0,2012-07-05,blond,34.0,10.0,29803.0,M,licence,geologie,77.38,non,0
12629.0,2014-02-18,blond,47.0,9.0,29330.0,M,doctorat,detective,88.0,oui,0
12630.0,2013-09-28,blond,49.0,17.0,35184.0,M,master,geologie,86.13,oui,0
12631.0,2012-11-11,chatain,40.0,10.0,39064.0,M,licence,geologie,85.29,non,0
12632.0,2014-08-09,blond,35.0,14.0,34870.0,M,master,detective,70.83,oui,0
12633.0,2011-02-07,chatain,23.0,9.0,33657.0,F,licence,geologie,90.98,non,0
12634.0,2011-01-23,chatain,18.0,10.0,37654.0,M,master,geologie,74.39,non,0
12635.0,2010-05-04,roux,37.0,7.0,33599.0,M,bac,geologie,63.85,non,0
12636.0,2010-03-09,brun,14.0,18.0,38444.0,M,master,detective,75.08,oui,1
12637.0,2010-10-09,roux,23.0,11.0,25044.0,M,licence,geologie,77.53,non,0
12638.0,2014-07-02,blond,50.0,12.0,38902.0,M,licence,forage,77.02,non,0
12639.0,2014-05-06,brun,27.0,5.0,37060.0,M,master,geologie,59.27,non,0
12640.0,2010-12-18,blond,30.0,10.0,31689.0,M,master,geologie,73.23,oui,0
12641.0,2014-11-22,brun,40.0,9.0,41057.0,F,bac,geologie,73.21,non,0
12642.0,2014-01-28,blond,14.0,5.0,39168.0,M,licence,detective,83.68,oui,0
12643.0,2011-12-31,roux,45.0,14.0,36697.0,M,bac,forage,48.43,non,0
12644.0,2013-11-11,brun,21.0,10.0,39429.0,F,licence,detective,75.45,non,0
12645.0,2010-07-02,chatain,29.0,11.0,36117.0,F,master,forage,53.85,non,1
12646.0,2010-06-11,brun,22.0,13.0,31497.0,F,licence,geologie,86.16,non,0
12647.0,2012-12-11,blond,53.0,5.0,33129.0,M,licence,geologie,80.78,non,0
12648.0,2013-03-06,blond,42.0,12.0,32615.0,M,licence,geologie,66.67,non,0
12649.0,2010-07-27,chatain,21.0,10.0,34784.0,M,doctorat,forage,77.65,oui,0
12650.0,2014-06-10,chatain,34.0,11.0,39801.0,F,master,detective,82.24,oui,0
12651.0,2012-02-16,blond,33.0,10.0,33623.0,F,licence,geologie,74.13,non,1
12652.0,2010-12-11,brun,35.0,9.0,31205.0,M,licence,geologie,69.59,non,0
12653.0,2011-04-08,brun,32.0,7.0,41750.0,M,licence,geologie,69.5,oui,0
12654.0,2011-11-16,chatain,28.0,7.0,29464.0,M,doctorat,geologie,86.71,oui,0
12655.0,2013-07-28,blond,41.0,11.0,42967.0,M,licence,geologie,78.93,oui,0
12656.0,2013-08-22,blond,30.0,9.0,30495.0,F,licence,detective,98.45,non,0
12657.0,2014-07-27,brun,35.0,11.0,38547.0,M,licence,forage,63.53,non,0
12658.0,2012-05-27,chatain,24.0,9.0,33193.0,F,licence,geologie,72.86,non,0
12659.0,,blond,36.0,9.0,35083.0,M,bac,geologie,70.25,non,0
12660.0,2011-04-17,brun,35.0,9.0,34802.0,M,master,detective,80.49,oui,0
12661.0,2014-11-28,brun,42.0,11.0,30414.0,M,doctorat,geologie,99.14,oui,0
12662.0,2010-07-10,chatain,40.0,8.0,30884.0,M,doctorat,geologie,98.71,oui,0
12663.0,2010-04-29,chatain,34.0,7.0,37567.0,F,master,forage,70.57,non,0
12664.0,2010-01-14,roux,43.0,10.0,33611.0,M,licence,geologie,84.21,non,0
12665.0,2014-03-21,chatain,20.0,11.0,41345.0,M,master,forage,74.19,oui,0
12666.0,2011-01-01,chatain,26.0,7.0,29398.0,F,doctorat,geologie,56.9,oui,0
12667.0,2010-10-26,blond,31.0,11.0,29368.0,M,master,geologie,74.69,non,0
12668.0,2012-01-01,chatain,35.0,9.0,43990.0,M,master,detective,72.57,oui,0
12669.0,2010-07-16,brun,35.0,12.0,37125.0,M,master,geologie,80.21,non,0
12670.0,2013-08-21,chatain,49.0,10.0,38600.0,F,licence,geologie,88.07,non,0
12671.0,2012-01-12,brun,32.0,11.0,30069.0,F,master,detective,86.01,non,0
12672.0,2012-08-16,blond,37.0,9.0,38999.0,M,licence,detective,65.75,oui,0
12673.0,2012-11-10,brun,34.0,5.0,29630.0,F,master,geologie,73.58,non,0
12674.0,2014-06-28,brun,50.0,6.0,33927.0,F,bac,geologie,58.05,non,0
12675.0,2013-07-21,chatain,51.0,6.0,32856.0,F,doctorat,archeologie,82.01,oui,0
12676.0,2013-07-24,blond,23.0,8.0,33763.0,F,licence,forage,79.64,non,0
12677.0,2013-12-26,chatain,33.0,9.0,28015.0,F,doctorat,forage,82.98,oui,0
12678.0,2013-04-07,roux,39.0,10.0,28476.0,M,master,geologie,95.3,oui,0
12679.0,2013-03-10,blond,26.0,9.0,40021.0,F,licence,geologie,81.69,oui,1
12680.0,2013-03-12,brun,23.0,8.0,44478.0,F,bac,forage,58.51,non,0
12681.0,2013-11-26,roux,28.0,9.0,48071.0,M,bac,detective,42.57,oui,0
12682.0,2010-05-08,brun,36.0,12.0,35978.0,F,licence,forage,65.01,non,0
12683.0,2014-07-06,chatain,23.0,8.0,33915.0,M,master,geologie,83.6,non,0
12684.0,2011-03-26,blond,28.0,11.0,37477.0,M,master,detective,62.26,oui,0
12685.0,2011-05-10,brun,44.0,6.0,35184.0,M,doctorat,geologie,71.52,oui,0
12686.0,2010-06-21,roux,31.0,9.0,40180.0,M,bac,geologie,76.03,non,0
12687.0,2010-10-09,brun,30.0,7.0,36899.0,F,master,forage,84.0,oui,0
12688.0,2010-10-31,chatain,24.0,11.6,38006.0,F,master,geologie,72.708,non,1
12689.0,2011-08-04,brun,38.0,10.0,40847.0,M,licence,forage,43.06,non,1
12690.0,2012-01-18,chatain,35.0,6.0,39647.0,F,bac,archeologie,60.17,non,1
12691.0,2010-05-15,brun,52.0,6.0,35100.0,F,licence,geologie,63.59,non,0
12692.0,2010-06-07,chatain,28.0,13.0,36246.0,M,master,geologie,45.99,non,0
12693.0,2011-03-25,roux,31.0,11.0,24129.0,F,bac,geologie,66.69,non,0
12694.0,2011-01-12,blond,24.0,10.0,24691.0,F,licence,geologie,99.38,non,0
12695.0,2011-01-11,chatain,21.0,10.0,32167.0,M,doctorat,geologie,58.92,oui,1
12696.0,2012-01-15,brun,51.0,5.0,37042.0,M,licence,detective,60.52,non,0
12697.0,2013-04-15,brun,43.0,9.0,41784.0,M,licence,geologie,72.08,oui,0
12698.0,2013-11-29,roux,49.0,11.0,41260.0,M,licence,forage,66.73,oui,0
12699.0,2014-01-24,brun,37.0,13.0,32149.0,M,master,forage,77.81,non,1
12700.0,2013-01-20,brun,35.0,14.0,23222.0,F,doctorat,forage,97.49,oui,0
12701.0,2013-09-11,brun,49.0,9.0,34520.0,M,master,detective,55.93,non,0
12702.0,2013-07-01,chatain,27.0,13.0,33170.0,F,doctorat,detective,96.04,oui,0
12703.0,2011-12-03,brun,9.0,10.0,41605.0,M,master,geologie,51.44,oui,0
12704.0,2010-07-09,chatain,39.0,14.0,42396.0,M,master,forage,57.97,oui,0
12705.0,2012-12-05,brun,53.0,12.0,30325.0,M,master,geologie,68.61,non,0
12706.0,2012-02-20,brun,32.0,8.0,31101.0,M,doctorat,detective,96.67,oui,0
12707.0,2013-02-01,chatain,36.0,10.0,38609.0,M,doctorat,geologie,72.44,oui,0
12708.0,2012-07-02,blond,45.0,12.0,28066.0,M,master,geologie,55.54,non,0
12709.0,2013-02-03,chatain,17.0,9.0,26811.0,F,doctorat,forage,89.49,non,0
12710.0,2011-05-30,blond,31.0,10.0,34857.0,M,master,detective,56.31,oui,0
12711.0,2012-09-18,chatain,25.0,6.0,30110.0,F,doctorat,archeologie,86.96,oui,0
12712.0,2014-09-28,chatain,47.0,8.0,37744.0,M,master,geologie,69.64,non,0
12713.0,2013-03-30,brun,42.0,12.0,38601.0,F,licence,archeologie,66.94,non,0
12714.0,2014-10-04,brun,46.0,11.0,39890.0,F,bac,forage,40.74,non,0
12715.0,2012-05-02,brun,48.0,12.0,40136.0,M,licence,forage,55.43,non,0
12716.0,2011-04-05,blond,34.0,14.0,37067.0,M,bac,geologie,56.24,non,0
12717.0,2012-04-24,brun,26.0,10.0,33377.0,F,master,detective,77.53,oui,1
12718.0,2014-10-02,blond,53.0,2.0,36408.8,F,master,archeologie,90.76,oui,0
12719.0,2013-02-15,blond,28.0,15.0,43624.0,M,licence,archeologie,54.93,oui,0
12720.0,2011-08-22,roux,48.0,12.0,30380.0,M,licence,geologie,71.31,non,0
12721.0,2014-04-27,blond,20.0,12.0,32413.0,M,master,geologie,77.32,oui,0
12722.0,2010-09-24,blond,34.0,10.0,29405.0,F,licence,geologie,87.92,non,0
12723.0,2011-06-24,brun,35.0,7.0,42718.0,F,master,geologie,68.7,oui,1
12724.0,2013-10-14,brun,42.0,9.0,35519.0,F,master,detective,88.95,oui,0
12725.0,2014-03-04,brun,22.0,3.0,42592.0,M,licence,detective,49.91,oui,0
12726.0,2012-12-14,blond,34.0,11.0,26769.0,F,licence,forage,90.33,non,0
12727.0,2013-01-11,brun,25.0,17.0,34065.0,M,master,geologie,96.75,oui,0
12728.0,2014-08-22,roux,32.0,8.0,47091.0,M,bac,geologie,24.12,non,0
12729.0,2013-06-02,blond,36.0,12.0,32809.0,M,licence,geologie,67.94,non,0
12730.0,2013-02-15,chatain,42.0,9.0,35414.0,F,master,archeologie,87.08,oui,0
12731.0,2014-07-06,brun,25.0,9.0,39746.0,M,master,detective,71.42,oui,0
12732.0,2010-06-22,blond,42.0,7.0,34959.0,M,licence,geologie,62.53,non,0
12733.0,2013-03-17,brun,48.0,10.0,38987.0,F,licence,detective,79.14,oui,0
12734.0,2010-08-30,brun,37.0,10.0,36100.0,M,licence,geologie,62.66,non,1
12735.0,2014-11-22,roux,35.0,7.0,35637.0,M,licence,geologie,82.83,oui,0
12736.0,2012-03-16,brun,36.0,5.0,32407.0,M,master,geologie,80.94,non,0
12737.0,2011-04-09,chatain,27.0,4.0,34987.0,F,master,forage,90.74,non,0
12738.0,2012-03-18,chatain,43.0,6.0,30522.0,M,master,forage,71.54,non,1
12739.0,2011-12-09,brun,48.0,7.0,38792.0,M,licence,geologie,82.83,non,0
12740.0,2014-08-29,chatain,42.0,9.0,34813.0,F,master,geologie,67.73,non,0
12741.0,2014-02-27,brun,27.0,11.0,36298.0,F,bac,forage,60.92,non,0
12742.0,2013-01-04,brun,41.0,12.0,30397.0,F,doctorat,geologie,63.92,non,1
12743.0,2012-10-19,brun,39.0,8.0,29467.0,M,doctorat,archeologie,86.81,oui,0
12744.0,2011-02-07,brun,26.0,14.0,29526.0,F,master,forage,92.49,non,0
12745.0,2012-06-04,blond,44.0,13.0,26258.0,F,licence,geologie,79.35,non,0
12746.0,2011-05-03,roux,48.0,12.0,27287.0,M,master,detective,71.46,oui,0
12747.0,2012-10-21,chatain,27.0,11.0,31101.0,F,master,detective,55.79,non,1
12748.0,2010-03-02,blond,18.0,12.0,37083.0,F,licence,geologie,90.33,non,0
12749.0,2013-03-23,roux,50.0,6.0,40955.0,M,licence,archeologie,91.78,oui,0
12750.0,2013-09-10,blond,42.0,9.0,37288.0,M,bac,geologie,53.96,non,0
12751.0,2014-07-07,brun,35.0,9.0,25984.0,M,doctorat,geologie,96.44,oui,0
12752.0,2011-07-14,blond,29.0,8.0,31447.0,M,licence,geologie,82.71,non,0
12753.0,2012-04-07,blond,22.0,14.0,37088.0,M,bac,geologie,78.0,non,0
12754.0,2010-02-06,blond,36.0,8.0,31592.0,F,master,archeologie,95.16,oui,0
12755.0,2010-11-06,chatain,50.0,12.0,39664.0,F,licence,forage,69.73,non,0
12756.0,2014-11-29,blond,48.0,11.0,33531.0,M,licence,forage,75.86,non,0
12757.0,2010-07-23,chatain,52.0,10.0,32180.0,M,doctorat,geologie,97.8,oui,0
12758.0,2013-06-09,brun,22.0,8.0,37457.0,M,master,forage,74.45,oui,0
12759.0,2013-04-10,blond,30.0,8.0,40146.0,M,master,geologie,67.89,oui,0
12760.0,2014-03-01,chatain,35.0,12.0,33189.0,F,master,detective,94.63,non,0
12761.0,2013-02-22,blond,58.0,8.0,29540.0,M,licence,geologie,83.8,non,1
12762.0,2013-07-10,blond,55.0,11.0,34271.0,M,bac,geologie,81.77,non,0
12763.0,2011-04-29,brun,31.0,15.0,30905.0,F,licence,forage,80.55,non,0
12764.0,2014-06-22,chatain,54.0,6.0,42634.0,M,master,detective,76.51,oui,0
12765.0,2013-01-10,blond,36.0,6.0,29104.0,F,bac,geologie,71.42,non,0
12766.0,2010-12-10,brun,49.0,6.0,40453.0,F,master,detective,77.96,oui,0
12767.0,2014-12-02,brun,41.0,11.0,35257.0,F,licence,geologie,64.91,non,0
12768.0,2012-01-14,blond,43.0,15.0,31927.0,M,master,geologie,84.16,non,0
12769.0,2010-06-30,brun,20.0,8.0,35286.0,F,licence,detective,86.62,non,0
12770.0,2014-01-09,roux,15.0,10.0,32549.0,M,bac,geologie,61.2,non,0
12771.0,2014-04-17,blond,48.0,13.0,31769.0,F,licence,geologie,84.84,non,0
12772.0,2011-09-10,brun,44.0,3.0,38933.0,M,licence,geologie,45.18,non,0
12773.0,2010-01-21,brun,49.0,8.0,38792.0,M,licence,geologie,79.55,oui,0
12774.0,2012-10-05,blond,23.0,11.0,38582.0,M,bac,geologie,47.09,non,0
12775.0,2012-12-09,blond,14.0,12.0,39993.0,M,bac,geologie,44.26,non,0
12776.0,2011-03-14,blond,55.0,9.0,35935.0,M,bac,geologie,52.07,non,0
12777.0,2012-09-25,chatain,28.0,8.0,39774.0,F,master,detective,57.98,non,0
12778.0,2010-11-02,chatain,33.0,7.0,28657.0,F,master,forage,76.54,non,0
12779.0,2011-09-06,chatain,37.0,13.0,35315.0,F,master,geologie,78.68,non,0
12780.0,2013-01-30,chatain,13.0,15.0,41566.0,M,master,forage,56.46,oui,0
12781.0,2010-06-19,brun,35.0,9.0,39305.0,F,licence,detective,78.0,non,0
12782.0,2011-12-11,chatain,27.0,8.0,24331.0,F,doctorat,forage,86.58,oui,0
12783.0,2013-10-07,chatain,28.0,16.0,34568.0,M,master,geologie,69.24,non,0
12784.0,2011-06-19,blond,48.0,9.0,35436.0,M,doctorat,detective,78.74,oui,0
12785.0,2011-09-12,chatain,26.0,10.0,35556.0,F,licence,archeologie,61.91,non,1
12786.0,2013-01-28,brun,39.0,8.0,26681.0,F,master,geologie,89.14,non,0
12787.0,2011-04-01,roux,30.0,10.0,32981.0,M,licence,geologie,60.65,non,0
12788.0,2012-06-06,blond,57.0,14.0,33242.0,M,licence,geologie,66.78,non,0
12789.0,2014-01-14,brun,51.0,7.0,32028.0,F,master,forage,88.71,non,0
12790.0,2010-10-30,brun,34.0,9.0,37841.0,M,licence,detective,58.79,non,0
12791.0,2011-08-17,blond,39.0,8.0,36321.0,M,master,geologie,95.05,oui,1
12792.0,2012-09-11,brun,64.0,9.0,48008.0,F,bac,geologie,31.76,non,0
12793.0,2012-12-07,blond,54.0,13.0,35772.0,M,licence,geologie,56.69,non,0
12794.0,2014-03-13,roux,34.0,8.0,25759.0,F,master,detective,98.43,non,0
12795.0,2012-01-28,blond,34.0,13.0,29174.0,F,licence,forage,93.8,non,0
12796.0,2014-04-30,brun,29.2,11.0,38214.0,M,licence,forage,64.76,non,0
12797.0,2013-07-16,blond,22.0,7.0,34826.0,F,bac,geologie,69.42,non,0
12798.0,2012-06-06,brun,30.0,7.0,35492.0,M,master,geologie,82.87,oui,0
12799.0,2011-03-18,chatain,35.0,6.0,31863.0,M,doctorat,geologie,91.6,oui,0
12800.0,2011-01-24,brun,23.0,3.0,39453.0,M,licence,geologie,67.19,non,0
12801.0,2014-08-06,blond,33.0,10.0,32501.0,M,licence,geologie,44.64,non,0
12802.0,2010-10-13,brun,42.0,13.0,30389.0,F,bac,geologie,67.71,non,0
12803.0,2014-09-20,chatain,35.0,8.0,27699.0,F,master,forage,86.84,non,0
12804.0,2014-07-11,brun,42.0,12.0,36127.0,M,master,geologie,79.23,non,0
12805.0,2010-07-22,blond,25.0,11.0,26079.0,M,licence,geologie,56.31,non,0
12806.0,2012-02-01,blond,40.0,2.0,32956.0,M,licence,forage,67.22,non,0
12807.0,2012-04-28,blond,54.0,17.0,43356.0,M,bac,geologie,58.29,non,0
12808.0,2011-09-14,blond,32.0,15.0,38622.0,M,licence,geologie,67.6,non,0
12809.0,2013-01-25,roux,37.0,3.0,39520.0,M,licence,geologie,68.84,non,0
12810.0,2013-10-18,chatain,17.0,6.0,27853.0,F,master,forage,88.88,non,0
12811.0,2010-09-17,brun,37.0,6.0,34549.0,M,master,detective,81.9,oui,1
12812.0,2013-02-25,brun,19.0,9.0,37953.0,M,licence,geologie,64.95,non,0
12813.0,2012-05-23,chatain,32.0,10.0,36220.0,F,doctorat,forage,90.78,oui,0
12814.0,2011-10-24,blond,35.0,11.0,33434.0,F,bac,forage,78.1,non,0
12815.0,2014-07-15,chatain,22.0,10.0,37986.0,F,licence,forage,57.53,non,0
12816.0,2013-06-17,chatain,14.0,8.0,32135.0,F,master,geologie,85.8,non,0
12817.0,2012-04-08,chatain,44.0,13.0,37913.0,F,master,geologie,78.83,non,0
12818.0,2011-03-07,brun,43.0,8.0,29313.0,M,master,geologie,75.27,non,0
12819.0,2012-02-21,roux,35.0,12.0,35113.0,F,bac,detective,85.08,non,0
12820.0,2013-06-20,chatain,35.0,5.0,38906.0,M,doctorat,geologie,74.02,oui,0
12821.0,2011-04-20,roux,43.0,9.0,42004.0,M,bac,geologie,48.85,non,0
12822.0,2011-01-04,blond,47.0,12.0,30427.0,F,master,archeologie,90.36,oui,0
12823.0,2010-12-22,roux,49.0,8.0,34978.0,M,bac,geologie,71.91,non,0
12824.0,2013-11-01,blond,35.0,11.0,30413.0,M,master,geologie,86.21,non,0
12825.0,2011-04-27,blond,42.0,12.0,29679.0,F,bac,geologie,67.83,non,0
12826.0,2013-04-06,brun,41.0,14.0,25158.0,F,master,geologie,93.69,non,0
12827.0,2012-06-11,blond,47.0,9.0,28374.0,M,licence,geologie,69.18,non,0
12828.0,2013-03-02,brun,38.0,8.0,36120.0,M,master,geologie,59.34,non,0
12829.0,2014-12-28,chatain,38.0,7.0,46590.0,M,licence,geologie,48.43,non,0
12830.0,2013-02-28,chatain,13.0,8.0,33574.0,M,master,geologie,74.0,non,0
12831.0,2011-08-27,chatain,35.0,11.0,29413.0,F,master,geologie,92.2,non,0
12832.0,2013-07-11,blond,33.0,8.0,33423.0,F,licence,forage,78.01,non,0
12833.0,2014-12-26,blond,34.0,13.0,39396.0,M,licence,geologie,66.84,non,0
12834.0,2010-05-13,blond,45.0,13.0,32652.0,M,licence,geologie,85.03,non,0
