index,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche,annee,mois,trimestre,jour_semaine,semaine_annee,exp_age_ratio,salaire_par_exp,ecart_exp_max,categorie_age,niveau_experience,tranche_salaire,niveau_note,diplome_num,diplome_x_exp,diplome_x_note,exp_x_note,score_composite,exp_elevee_pour_age,salaire_eleve,note_elevee,diplome_eleve,est_senior,profil_atypique
9029,2010-02-07,chatain,30.0,13.0,33593.0,F,master,forage,40.58,non,1,2010,2,1,6,5,1.0833333333333333,2399.5,-1.0,Junior,Expert,Moyen,Faible,3,39.0,121.74,527.54,47.058,1,0,0,1,0,0
9030,2010-02-09,blond,29.0,12.0,33170.0,M,master,geologie,69.07,oui,0,2010,2,1,1,6,1.0909090909090908,2551.5384615384614,-1.0,Junior,Expert,Moyen,Moyen,3,36.0,207.20999999999998,828.8399999999999,48.907,1,0,0,1,0,0
9031,2010-08-17,chatain,47.0,9.0,38509.0,M,licence,geologie,49.48,non,0,2010,8,3,1,33,0.3103448275862069,3850.9,20.0,Senior,Experimente,Eleve,Faible,2,18.0,98.96,445.32,33.948,0,1,0,0,0,0
9032,2012-06-04,brun,25.0,14.0,34526.0,M,master,forage,45.12,oui,0,2012,6,2,0,23,2.0,2301.733333333333,-7.0,Jeune,Expert,Moyen,Faible,3,42.0,135.35999999999999,631.68,48.512,1,0,0,1,0,0
9033,2011-09-18,brun,30.0,7.0,29517.0,M,master,geologie,71.09,non,0,2011,9,3,6,37,0.5833333333333334,3689.625,5.0,Junior,Experimente,Bas,Bon,3,21.0,213.27,497.63,44.109,1,0,0,1,0,0
9034,2014-07-10,chatain,39.0,11.0,32264.0,F,master,forage,58.09,oui,0,2014,7,3,3,28,0.5238095238095238,2688.6666666666665,10.0,Confirme,Expert,Moyen,Moyen,3,33.0,174.27,638.99,46.809,0,0,0,1,0,0
9035,2012-04-06,chatain,45.0,13.0,32323.0,F,master,detective,73.45,non,0,2012,4,2,4,14,0.48148148148148145,2308.785714285714,14.0,Confirme,Expert,Moyen,Bon,3,39.0,220.35000000000002,954.85,50.345,0,0,0,1,1,0
9036,2010-07-26,roux,37.0,10.0,43430.0,M,bac,geologie,64.11,non,0,2010,7,3,0,30,0.5263157894736842,3948.181818181818,9.0,Confirme,Experimente,Tres_eleve,Moyen,1,10.0,64.11,641.1,26.411,0,1,0,0,0,0
9037,2010-12-09,blond,26.0,10.0,35635.0,M,licence,forage,61.02,non,0,2010,12,4,3,49,1.25,3239.5454545454545,-2.0,Junior,Experimente,Eleve,Moyen,2,20.0,122.04,610.2,36.102000000000004,1,1,0,0,0,0
9038,2010-10-04,brun,34.0,16.0,39943.0,F,licence,forage,61.09,non,1,2010,10,4,0,40,1.0,2349.5882352941176,0.0,Junior,Expert,Eleve,Moyen,2,32.0,122.18,977.44,42.109,1,1,0,0,0,0
9039,2012-07-09,brun,29.0,8.0,43817.0,M,licence,forage,43.2,oui,0,2012,7,3,0,28,0.7272727272727273,4868.555555555556,3.0,Junior,Experimente,Tres_eleve,Faible,2,16.0,86.4,345.6,32.32,1,1,0,0,0,0
9040,2012-09-28,brun,24.0,11.0,36166.0,F,master,detective,67.25,oui,0,2012,9,3,4,39,1.8333333333333333,3013.8333333333335,-5.0,Jeune,Expert,Eleve,Moyen,3,33.0,201.75,739.75,47.725,1,1,0,1,0,0
9041,2014-08-27,chatain,30.0,13.0,21688.0,F,doctorat,geologie,79.58,non,0,2014,8,3,2,35,1.0833333333333333,1549.142857142857,-1.0,Junior,Expert,Bas,Bon,4,52.0,318.32,1034.54,60.958,1,0,1,1,0,1
9042,2014-07-02,roux,46.0,11.0,39024.0,M,bac,geologie,53.9,non,0,2014,7,3,2,27,0.39285714285714285,3252.0,17.0,Senior,Expert,Eleve,Moyen,1,11.0,53.9,592.9,26.39,0,1,0,0,1,0
9043,2011-11-24,blond,19.0,10.0,42234.0,M,bac,detective,41.2,non,0,2011,11,4,3,47,10.0,3839.4545454545455,-9.0,Jeune,Experimente,Tres_eleve,Faible,1,10.0,41.2,412.0,24.12,1,1,0,0,0,0
9044,2010-06-03,chatain,23.0,9.0,29369.0,F,master,geologie,97.02,non,0,2010,6,2,3,22,1.8,2936.9,-4.0,Jeune,Experimente,Bas,Excellent,3,27.0,291.06,873.18,48.702,1,0,1,1,0,0
9045,2014-07-23,chatain,15.0,12.0,33404.0,F,doctorat,geologie,95.31,oui,0,2014,7,3,2,30,-4.0,2569.5384615384614,-15.0,Jeune,Expert,Moyen,Excellent,4,48.0,381.24,1143.72,61.531,0,0,1,1,0,0
9046,2014-09-15,chatain,28.0,8.0,41567.0,M,master,geologie,65.78,oui,0,2014,9,3,0,38,0.8,4618.555555555556,2.0,Junior,Experimente,Tres_eleve,Moyen,3,24.0,197.34,526.24,44.578,1,1,0,1,0,0
9047,2010-11-20,blond,35.0,12.0,32525.0,M,master,geologie,87.43,non,0,2010,11,4,5,46,0.7058823529411765,2501.923076923077,5.0,Junior,Expert,Moyen,Excellent,3,36.0,262.29,1049.16,50.743,1,0,1,1,0,0
9048,2014-09-30,brun,47.0,10.0,31817.0,M,master,forage,70.05,non,0,2014,9,3,1,40,0.3448275862068966,2892.4545454545455,19.0,Senior,Experimente,Moyen,Bon,3,30.0,210.14999999999998,700.5,47.005,0,0,0,1,0,0
9049,2011-04-01,brun,58.0,14.0,34695.0,M,master,geologie,95.14,oui,0,2011,4,2,4,13,0.35,2313.0,26.0,Senior,Expert,Moyen,Excellent,3,42.0,285.42,1331.96,53.513999999999996,0,0,1,1,1,0
9050,2012-12-05,brun,37.0,8.0,34833.0,M,bac,geologie,40.54,non,0,2012,12,4,2,49,0.42105263157894735,3870.3333333333335,11.0,Confirme,Experimente,Moyen,Faible,1,8.0,40.54,324.32,22.054000000000002,0,0,0,0,0,0
9051,2014-11-29,chatain,35.0,5.0,30445.0,M,master,geologie,80.25,non,0,2014,11,4,5,48,0.29411764705882354,5074.166666666667,12.0,Junior,Intermediaire,Moyen,Bon,3,15.0,240.75,401.25,43.025,0,0,1,1,0,0
9052,2010-08-08,blond,40.0,9.0,42052.0,M,licence,forage,84.8,oui,1,2010,8,3,6,31,0.4090909090909091,4205.2,13.0,Confirme,Experimente,Tres_eleve,Bon,2,18.0,169.6,763.1999999999999,37.480000000000004,0,1,1,0,0,0
9053,2010-10-22,chatain,43.0,12.0,47823.0,F,licence,archeologie,76.65,oui,0,2010,10,4,4,42,0.48,3678.6923076923076,13.0,Confirme,Expert,Tres_eleve,Bon,2,24.0,153.3,919.8000000000001,39.665,0,1,1,0,1,0
9054,2010-12-14,blond,21.0,16.0,40173.0,F,bac,archeologie,65.3,non,0,2010,12,4,1,50,5.333333333333333,2363.1176470588234,-13.0,Jeune,Expert,Tres_eleve,Moyen,1,16.0,65.3,1044.8,32.53,1,1,0,0,0,0
9055,2011-10-26,blond,22.0,10.0,30031.0,F,licence,forage,76.23,non,0,2011,10,4,2,43,2.5,2730.090909090909,-6.0,Jeune,Experimente,Moyen,Bon,2,20.0,152.46,762.3000000000001,37.623,1,0,1,0,0,0
9056,2012-04-18,brun,32.0,2.0,34396.0,M,master,geologie,76.82,non,0,2012,4,2,2,16,0.14285714285714285,11465.333333333334,12.0,Junior,Debutant,Moyen,Bon,3,6.0,230.45999999999998,153.64,39.682,0,0,1,1,0,0
9057,2012-10-29,blond,29.0,11.0,29926.0,M,licence,geologie,77.9,non,0,2012,10,4,0,44,1.0,2493.8333333333335,0.0,Junior,Expert,Bas,Bon,2,22.0,155.8,856.9000000000001,38.79,1,0,1,0,0,0
9058,2011-09-15,chatain,47.0,9.0,39484.0,F,licence,forage,59.07,non,0,2011,9,3,3,37,0.3103448275862069,3948.4,20.0,Senior,Experimente,Eleve,Moyen,2,18.0,118.14,531.63,34.907,0,1,0,0,0,0
9059,2011-11-12,blond,45.0,12.0,31096.0,M,licence,forage,79.39,non,1,2011,11,4,5,45,0.4444444444444444,2392.0,15.0,Confirme,Expert,Moyen,Bon,2,24.0,158.78,952.6800000000001,39.939,0,0,1,0,1,0
9060,2014-11-04,brun,42.0,10.0,42269.0,F,licence,detective,61.17,oui,0,2014,11,4,1,45,0.4166666666666667,3842.6363636363635,14.0,Confirme,Experimente,Tres_eleve,Moyen,2,20.0,122.34,611.7,36.117,0,1,0,0,0,0
9061,2014-08-17,brun,50.0,5.0,37888.0,M,licence,geologie,61.67,non,0,2014,8,3,6,33,0.15625,6314.666666666667,27.0,Senior,Intermediaire,Eleve,Moyen,2,10.0,123.34,308.35,31.167,0,1,0,0,0,0
9062,2013-10-14,brun,31.0,6.0,41884.0,M,master,archeologie,73.29,oui,0,2013,10,4,0,42,0.46153846153846156,5983.428571428572,7.0,Junior,Experimente,Tres_eleve,Bon,3,18.0,219.87,439.74,43.329,0,1,0,1,0,0
9063,2014-03-14,blond,31.0,16.0,30628.0,M,licence,geologie,94.74,non,1,2014,3,1,4,11,1.2307692307692308,1801.6470588235295,-3.0,Junior,Expert,Moyen,Excellent,2,32.0,189.48,1515.84,45.474000000000004,1,0,1,0,0,0
9064,2014-10-30,blond,47.0,7.0,33797.0,M,bac,geologie,57.47,non,0,2014,10,4,3,44,0.2413793103448276,4224.625,22.0,Senior,Experimente,Moyen,Moyen,1,7.0,57.47,402.28999999999996,22.747,0,0,0,0,0,0
9065,2014-01-04,roux,27.0,6.0,32800.0,M,licence,geologie,63.92,non,0,2014,1,1,5,1,0.6666666666666666,4685.714285714285,3.0,Junior,Experimente,Moyen,Moyen,2,12.0,127.84,383.52,32.392,1,0,0,0,0,0
9066,2014-08-20,blond,52.0,11.0,39774.0,M,master,geologie,72.34,oui,0,2014,8,3,2,34,0.3235294117647059,3314.5,23.0,Senior,Expert,Eleve,Bon,3,33.0,217.02,795.74,48.234,0,1,0,1,1,0
9067,2013-01-24,chatain,40.0,9.0,35872.0,F,master,detective,72.88,non,0,2013,1,1,3,4,0.4090909090909091,3587.2,13.0,Confirme,Experimente,Eleve,Bon,3,27.0,218.64,655.92,46.288,0,1,0,1,0,0
9068,2013-03-17,brun,50.0,8.0,35473.0,M,doctorat,geologie,69.93,oui,1,2013,3,1,6,11,0.25,3941.4444444444443,24.0,Senior,Experimente,Eleve,Moyen,4,32.0,279.72,559.44,54.993,0,1,0,1,0,0
9069,2010-08-24,chatain,34.0,13.0,21434.0,M,licence,archeologie,70.94,non,1,2010,8,3,1,34,0.8125,1531.0,3.0,Junior,Expert,Bas,Bon,2,26.0,141.88,922.22,40.094,1,0,0,0,0,0
9070,2012-11-07,brun,40.0,12.0,34665.0,M,master,forage,73.0,non,0,2012,11,4,2,45,0.5454545454545454,2666.5384615384614,10.0,Confirme,Expert,Moyen,Bon,3,36.0,219.0,876.0,49.3,1,0,0,1,0,0
9071,2010-07-20,chatain,52.0,9.0,29510.0,F,doctorat,forage,85.38,oui,0,2010,7,3,1,29,0.2647058823529412,2951.0,25.0,Senior,Experimente,Bas,Excellent,4,36.0,341.52,768.42,57.538,0,0,1,1,0,1
9072,2011-06-18,blond,35.0,11.0,36513.0,M,licence,forage,70.04,oui,0,2011,6,2,5,24,0.6470588235294118,3042.75,6.0,Junior,Expert,Eleve,Bon,2,22.0,140.08,770.44,38.004,1,1,0,0,0,0
9073,2011-11-07,brun,46.0,9.0,35457.0,M,licence,forage,70.13,non,1,2011,11,4,0,45,0.32142857142857145,3545.7,19.0,Senior,Experimente,Eleve,Bon,2,18.0,140.26,631.17,36.013,0,1,0,0,0,0
9074,2010-03-01,blond,44.0,8.0,29437.0,F,licence,geologie,76.63,non,0,2010,3,1,0,9,0.3076923076923077,3270.777777777778,18.0,Confirme,Experimente,Bas,Bon,2,16.0,153.26,613.04,35.663,0,0,1,0,0,0
9075,2013-08-10,brun,34.0,15.0,31900.0,F,licence,geologie,66.98,non,0,2013,8,3,5,32,0.9375,1993.75,1.0,Junior,Expert,Moyen,Moyen,2,30.0,133.96,1004.7,41.698,1,0,0,0,0,0
9076,2012-12-09,chatain,37.0,6.0,37027.0,M,master,detective,68.16,oui,0,2012,12,4,6,49,0.3157894736842105,5289.571428571428,13.0,Confirme,Experimente,Eleve,Moyen,3,18.0,204.48,408.96,42.816,0,1,0,1,0,0
9077,2012-04-14,blond,46.0,6.0,33316.0,F,bac,geologie,52.88,non,0,2012,4,2,5,15,0.21428571428571427,4759.428571428572,22.0,Senior,Experimente,Moyen,Moyen,1,6.0,52.88,317.28000000000003,21.288,0,0,0,0,0,0
9078,2010-09-15,blond,29.0,12.0,33190.0,M,licence,geologie,60.37,non,0,2010,9,3,2,37,1.0909090909090908,2553.076923076923,-1.0,Junior,Expert,Moyen,Moyen,2,24.0,120.74,724.4399999999999,38.037,1,0,0,0,0,0
9079,2012-01-09,blond,35.0,8.0,35939.0,M,licence,detective,54.36,non,0,2012,1,1,0,2,0.47058823529411764,3993.222222222222,9.0,Junior,Experimente,Eleve,Moyen,2,16.0,108.72,434.88,33.436,0,1,0,0,0,0
9080,2012-09-28,chatain,41.0,10.0,33306.0,M,master,forage,75.94,oui,1,2012,9,3,4,39,0.43478260869565216,3027.818181818182,13.0,Confirme,Experimente,Moyen,Bon,3,30.0,227.82,759.4,47.594,0,0,1,1,0,0
9081,2013-07-12,blond,38.0,9.0,34636.0,M,licence,geologie,68.33,non,0,2013,7,3,4,28,0.45,3463.6,11.0,Confirme,Experimente,Moyen,Moyen,2,18.0,136.66,614.97,35.833,0,0,0,0,0,0
9082,2014-11-07,brun,33.0,14.0,30669.0,M,master,geologie,67.83,non,1,2014,11,4,4,45,0.9333333333333333,2044.6,1.0,Junior,Expert,Moyen,Moyen,3,42.0,203.49,949.62,50.783,1,0,0,1,0,0
9083,2011-05-02,blond,38.0,10.0,33235.0,M,licence,geologie,75.08,non,0,2011,5,2,0,18,0.5,3021.3636363636365,10.0,Confirme,Experimente,Moyen,Bon,2,20.0,150.16,750.8,37.508,0,0,1,0,0,0
9084,2011-01-01,chatain,35.0,11.0,37557.0,F,master,geologie,72.21,non,0,2011,1,1,5,52,0.6470588235294118,3129.75,6.0,Junior,Expert,Eleve,Bon,3,33.0,216.63,794.31,48.221,1,1,0,1,0,0
9085,2010-02-07,brun,29.0,5.0,35759.0,M,master,detective,92.43,oui,0,2010,2,1,6,5,0.45454545454545453,5959.833333333333,6.0,Junior,Intermediaire,Eleve,Excellent,3,15.0,277.29,462.15000000000003,44.243,0,1,1,1,0,0
9086,2013-11-23,chatain,41.0,8.0,36182.0,F,doctorat,geologie,49.3,oui,1,2013,11,4,5,47,0.34782608695652173,4020.222222222222,15.0,Confirme,Experimente,Eleve,Faible,4,32.0,197.2,394.4,52.93,0,1,0,1,0,0
9087,2011-11-04,blond,26.0,7.0,30448.0,M,licence,geologie,82.3,non,0,2011,11,4,4,44,0.875,3806.0,1.0,Junior,Experimente,Moyen,Bon,2,14.0,164.6,576.1,35.230000000000004,1,0,1,0,0,0
9088,2010-05-12,blond,49.0,7.0,36054.0,M,master,geologie,96.66,oui,0,2010,5,2,2,19,0.22580645161290322,4506.75,24.0,Senior,Experimente,Eleve,Excellent,3,21.0,289.98,676.62,46.666,0,1,1,1,0,0
9089,2010-07-29,brun,35.0,8.0,39674.0,M,licence,geologie,65.45,oui,0,2010,7,3,3,30,0.47058823529411764,4408.222222222223,9.0,Junior,Experimente,Eleve,Moyen,2,16.0,130.9,523.6,34.545,0,1,0,0,0,0
9090,2012-02-03,roux,33.0,11.0,37142.0,M,bac,geologie,58.23,non,0,2012,2,1,4,5,0.7333333333333333,3095.1666666666665,4.0,Junior,Expert,Eleve,Moyen,1,11.0,58.23,640.53,26.823,1,1,0,0,0,0
9091,2011-07-19,chatain,32.0,11.0,32293.0,M,doctorat,forage,89.29,oui,0,2011,7,3,1,29,0.7857142857142857,2691.0833333333335,3.0,Junior,Expert,Moyen,Excellent,4,44.0,357.16,982.19,59.929,1,0,1,1,0,0
9092,2011-01-04,roux,32.0,9.0,34597.0,M,licence,geologie,68.32,non,0,2011,1,1,1,1,0.6428571428571429,3459.7,5.0,Junior,Experimente,Moyen,Moyen,2,18.0,136.64,614.8799999999999,35.832,1,0,0,0,0,0
9093,2010-03-29,chatain,20.0,10.0,40703.0,M,licence,geologie,60.55,non,0,2010,3,1,0,13,5.0,3700.2727272727275,-8.0,Jeune,Experimente,Tres_eleve,Moyen,2,20.0,121.1,605.5,36.055,1,1,0,0,0,0
9094,2014-04-17,chatain,44.0,8.0,33692.0,M,doctorat,forage,80.89,oui,0,2014,4,2,3,16,0.3076923076923077,3743.5555555555557,18.0,Confirme,Experimente,Moyen,Bon,4,32.0,323.56,647.12,56.089,0,0,1,1,0,0
9095,2013-07-26,brun,34.0,8.0,32342.0,F,doctorat,forage,52.29,oui,0,2013,7,3,4,30,0.5,3593.5555555555557,8.0,Junior,Experimente,Moyen,Moyen,4,32.0,209.16,418.32,53.229,0,0,0,1,0,0
9096,2011-05-28,brun,33.0,12.0,41402.0,M,master,forage,71.57,oui,0,2011,5,2,5,21,0.8,3184.769230769231,3.0,Junior,Expert,Tres_eleve,Bon,3,36.0,214.70999999999998,858.8399999999999,49.157,1,1,0,1,0,0
9097,2012-10-09,blond,54.0,5.0,42642.0,M,bac,geologie,74.39,non,0,2012,10,4,1,41,0.1388888888888889,7107.0,31.0,Senior,Intermediaire,Tres_eleve,Bon,1,5.0,74.39,371.95,22.439,0,1,1,0,0,0
9098,2010-11-18,blond,34.0,6.0,33113.0,M,master,geologie,62.57,non,0,2010,11,4,3,46,0.375,4730.428571428572,10.0,Junior,Experimente,Moyen,Moyen,3,18.0,187.71,375.42,42.257,0,0,0,1,0,0
9099,2011-09-19,roux,35.0,11.0,38658.0,M,bac,geologie,67.92,non,0,2011,9,3,0,38,0.6470588235294118,3221.5,6.0,Junior,Expert,Eleve,Moyen,1,11.0,67.92,747.12,27.792,1,1,0,0,0,0
9100,2013-01-10,brun,33.0,11.0,31759.0,M,licence,forage,57.23,non,0,2013,1,1,3,2,0.7333333333333333,2646.5833333333335,4.0,Junior,Expert,Moyen,Moyen,2,22.0,114.46,629.53,36.723,1,0,0,0,0,0
9101,2011-01-21,chatain,35.0,11.0,44202.0,M,master,geologie,46.2,non,0,2011,1,1,4,3,0.6470588235294118,3683.5,6.0,Junior,Expert,Tres_eleve,Faible,3,33.0,138.60000000000002,508.20000000000005,45.62,1,1,0,1,0,0
9102,2011-03-08,chatain,19.0,11.0,32714.0,F,doctorat,detective,75.36,oui,0,2011,3,1,1,10,11.0,2726.1666666666665,-10.0,Jeune,Expert,Moyen,Bon,4,44.0,301.44,828.96,58.536,1,0,1,1,0,0
9103,2011-09-15,blond,49.0,4.0,37214.0,F,bac,forage,65.21,non,0,2011,9,3,3,37,0.12903225806451613,7442.8,27.0,Senior,Intermediaire,Eleve,Moyen,1,4.0,65.21,260.84,20.521,0,1,0,0,0,0
9104,2013-02-25,brun,41.0,8.0,39877.0,M,master,detective,76.5,oui,0,2013,2,1,0,9,0.34782608695652173,4430.777777777777,15.0,Confirme,Experimente,Eleve,Bon,3,24.0,229.5,612.0,45.65,0,1,1,1,0,0
9105,2014-04-19,brun,41.0,9.0,32192.0,M,master,geologie,67.25,non,0,2014,4,2,5,16,0.391304347826087,3219.2,14.0,Confirme,Experimente,Moyen,Moyen,3,27.0,201.75,605.25,45.725,0,0,0,1,0,0
9106,2013-04-28,roux,32.0,11.0,27181.0,M,licence,forage,93.95,non,0,2013,4,2,6,17,0.7857142857142857,2265.0833333333335,3.0,Junior,Expert,Bas,Excellent,2,22.0,187.9,1033.45,40.394999999999996,1,0,1,0,0,0
9107,2011-03-21,brun,29.0,9.0,37956.0,F,licence,detective,77.88,non,1,2011,3,1,0,12,0.8181818181818182,3795.6,2.0,Junior,Experimente,Eleve,Bon,2,18.0,155.76,700.92,36.788,1,1,1,0,0,0
9108,2011-03-21,chatain,17.0,9.0,35512.0,M,master,geologie,73.75,non,0,2011,3,1,0,12,-9.0,3551.2,-10.0,Jeune,Experimente,Eleve,Bon,3,27.0,221.25,663.75,46.375,0,1,0,1,0,0
9109,2011-03-05,chatain,46.0,12.0,29255.0,F,doctorat,detective,81.83,oui,0,2011,3,1,5,9,0.42857142857142855,2250.3846153846152,16.0,Senior,Expert,Bas,Bon,4,48.0,327.32,981.96,60.183,0,0,1,1,1,1
9110,2011-08-21,blond,29.0,13.0,32869.0,F,licence,detective,91.31,oui,0,2011,8,3,6,33,1.1818181818181819,2347.785714285714,-2.0,Junior,Expert,Moyen,Excellent,2,26.0,182.62,1187.03,42.131,1,0,1,0,0,0
9111,2013-07-09,chatain,28.0,14.0,30529.0,F,bac,archeologie,61.83,non,1,2013,7,3,1,28,1.4,2035.2666666666667,-4.0,Junior,Expert,Moyen,Moyen,1,14.0,61.83,865.62,30.183,1,0,0,0,0,0
9112,2010-12-07,blond,46.0,13.0,37931.0,M,licence,geologie,52.38,oui,0,2010,12,4,1,49,0.4642857142857143,2709.3571428571427,15.0,Senior,Expert,Eleve,Moyen,2,26.0,104.76,680.94,38.238,0,1,0,0,1,0
9113,2014-02-13,brun,42.0,8.0,35364.0,M,master,geologie,79.07,oui,1,2014,2,1,3,7,0.3333333333333333,3929.3333333333335,16.0,Confirme,Experimente,Eleve,Bon,3,24.0,237.20999999999998,632.56,45.907,0,1,1,1,0,0
9114,2011-08-21,brun,38.0,10.0,43926.0,M,licence,detective,46.92,oui,0,2011,8,3,6,33,0.5,3993.2727272727275,10.0,Confirme,Experimente,Tres_eleve,Faible,2,20.0,93.84,469.20000000000005,34.692,0,1,0,0,0,0
9115,2014-04-06,chatain,35.0,10.0,34466.0,F,master,detective,96.59,non,0,2014,4,2,6,14,0.5882352941176471,3133.2727272727275,7.0,Junior,Experimente,Moyen,Excellent,3,30.0,289.77,965.9000000000001,49.659,1,0,1,1,0,0
9116,2011-05-12,roux,51.0,10.0,28298.0,M,licence,geologie,84.55,non,0,2011,5,2,3,19,0.30303030303030304,2572.5454545454545,23.0,Senior,Experimente,Bas,Bon,2,20.0,169.1,845.5,38.455,0,0,1,0,0,0
9117,2012-12-27,chatain,52.0,10.0,34806.0,M,master,geologie,71.45,non,0,2012,12,4,3,52,0.29411764705882354,3164.181818181818,24.0,Senior,Experimente,Moyen,Bon,3,30.0,214.35000000000002,714.5,47.145,0,0,0,1,0,0
9118,2011-03-22,brun,35.0,11.0,39788.0,M,master,forage,83.89,oui,0,2011,3,1,1,12,0.6470588235294118,3315.6666666666665,6.0,Junior,Expert,Eleve,Bon,3,33.0,251.67000000000002,922.79,49.388999999999996,1,1,1,1,0,0
9119,2011-10-05,blond,33.0,8.0,30202.0,M,master,geologie,80.59,non,0,2011,10,4,2,40,0.5333333333333333,3355.777777777778,7.0,Junior,Experimente,Moyen,Bon,3,24.0,241.77,644.72,46.059,1,0,1,1,0,0
9120,2014-03-01,chatain,30.0,13.0,47381.0,M,master,archeologie,53.68,oui,0,2014,3,1,5,9,1.0833333333333333,3384.3571428571427,-1.0,Junior,Expert,Tres_eleve,Moyen,3,39.0,161.04,697.84,48.368,1,1,0,1,0,0
9121,2010-10-23,brun,42.0,9.0,34057.0,F,master,archeologie,75.78,oui,0,2010,10,4,5,42,0.375,3405.7,15.0,Confirme,Experimente,Moyen,Bon,3,27.0,227.34,682.02,46.578,0,0,1,1,0,0
9122,2010-06-11,blond,38.0,9.0,43584.0,M,bac,geologie,55.78,non,0,2010,6,2,4,23,0.45,4358.4,11.0,Confirme,Experimente,Tres_eleve,Moyen,1,9.0,55.78,502.02,24.578,0,1,0,0,0,0
9123,2013-01-17,blond,27.0,14.0,40078.0,M,licence,geologie,65.25,non,0,2013,1,1,3,3,1.5555555555555556,2671.866666666667,-5.0,Junior,Expert,Tres_eleve,Moyen,2,28.0,130.5,913.5,40.525,1,1,0,0,0,0
9124,2010-04-19,brun,37.0,6.0,31485.0,F,licence,geologie,80.59,non,0,2010,4,2,0,16,0.3157894736842105,4497.857142857143,13.0,Confirme,Experimente,Moyen,Bon,2,12.0,161.18,483.54,34.059,0,0,1,0,0,0
9125,2013-07-28,brun,28.0,13.0,37612.0,F,licence,detective,63.81,non,1,2013,7,3,6,30,1.3,2686.5714285714284,-3.0,Junior,Expert,Eleve,Moyen,2,26.0,127.62,829.53,39.381,1,1,0,0,0,0
9126,2011-03-14,brun,32.0,11.0,32534.0,M,master,geologie,72.06,oui,0,2011,3,1,0,11,0.7857142857142857,2711.1666666666665,3.0,Junior,Expert,Moyen,Bon,3,33.0,216.18,792.6600000000001,48.206,1,0,0,1,0,0
9127,2012-06-26,chatain,35.0,8.0,30986.0,F,master,forage,82.29,non,0,2012,6,2,1,26,0.47058823529411764,3442.8888888888887,9.0,Junior,Experimente,Moyen,Bon,3,24.0,246.87,658.32,46.229,0,0,1,1,0,0
9128,2013-03-11,blond,24.0,11.0,36838.0,M,bac,geologie,58.25,non,0,2013,3,1,0,11,1.8333333333333333,3069.8333333333335,-5.0,Jeune,Expert,Eleve,Moyen,1,11.0,58.25,640.75,26.825,1,1,0,0,0,0
9129,2011-02-15,brun,18.0,9.0,34979.0,M,doctorat,forage,52.96,oui,0,2011,2,1,1,7,0.0,3497.9,-9.0,Jeune,Experimente,Moyen,Moyen,4,36.0,211.84,476.64,54.296,0,0,0,1,0,0
9130,2012-01-25,roux,34.0,10.0,37463.0,M,master,geologie,60.23,oui,1,2012,1,1,2,4,0.625,3405.7272727272725,6.0,Junior,Experimente,Eleve,Moyen,3,30.0,180.69,602.3,46.022999999999996,1,1,0,1,0,0
9131,2013-09-28,brun,22.0,10.0,35622.0,F,master,forage,80.05,non,0,2013,9,3,5,39,2.5,3238.3636363636365,-6.0,Jeune,Experimente,Eleve,Bon,3,30.0,240.14999999999998,800.5,48.004999999999995,1,1,1,1,0,0
9132,2014-10-19,roux,26.0,9.0,32818.0,M,bac,geologie,59.35,non,0,2014,10,4,6,42,1.125,3281.8,-1.0,Junior,Experimente,Moyen,Moyen,1,9.0,59.35,534.15,24.935000000000002,1,0,0,0,0,0
9133,2010-05-26,chatain,35.0,7.0,34169.0,M,master,geologie,57.8,non,0,2010,5,2,2,21,0.4117647058823529,4271.125,10.0,Junior,Experimente,Moyen,Moyen,3,21.0,173.39999999999998,404.59999999999997,42.78,0,0,0,1,0,0
9134,2013-10-11,roux,47.0,11.0,34853.0,F,bac,geologie,57.75,non,0,2013,10,4,4,41,0.3793103448275862,2904.4166666666665,18.0,Senior,Expert,Moyen,Moyen,1,11.0,57.75,635.25,26.775,0,0,0,0,1,0
9135,2011-12-15,chatain,19.0,12.0,44233.0,F,master,archeologie,52.42,oui,0,2011,12,4,3,50,12.0,3402.5384615384614,-11.0,Jeune,Expert,Tres_eleve,Moyen,3,36.0,157.26,629.04,47.242,1,1,0,1,0,0
9136,2011-11-14,brun,37.0,14.0,39227.0,M,master,detective,77.47,oui,0,2011,11,4,0,46,0.7368421052631579,2615.133333333333,5.0,Confirme,Expert,Eleve,Bon,3,42.0,232.41,1084.58,51.747,1,1,1,1,0,0
9137,2010-10-03,brun,35.0,14.0,36952.0,M,licence,detective,77.7,non,1,2010,10,4,6,39,0.8235294117647058,2463.4666666666667,3.0,Junior,Expert,Eleve,Bon,2,28.0,155.4,1087.8,41.77,1,1,1,0,0,0
9138,2011-01-12,brun,36.0,11.0,28062.0,M,licence,geologie,53.01,non,0,2011,1,1,2,2,0.6111111111111112,2338.5,7.0,Confirme,Expert,Bas,Moyen,2,22.0,106.02,583.11,36.301,1,0,0,0,0,0
9139,2012-12-29,brun,34.0,8.0,32530.0,F,licence,detective,74.32,non,0,2012,12,4,5,52,0.5,3614.4444444444443,8.0,Junior,Experimente,Moyen,Bon,2,16.0,148.64,594.56,35.432,0,0,1,0,0,0
